age,education,ethnicity (white::other),gender (female::male),hours-per-week,income (<=50k::>50k)
44,11,1,0,40,1
51,9,1,0,40,1
33,13,1,0,60,0
54,12,1,0,40,0
50,13,1,1,40,0
33,9,0,1,40,1
65,13,1,0,20,0
22,10,1,1,8,1
88,15,1,0,40,1
40,9,1,0,40,1
51,9,1,1,43,1
50,7,0,1,40,1
25,14,1,0,99,0
20,11,1,0,30,1
47,9,1,0,40,1
58,10,1,0,40,0
22,11,1,1,30,1
50,9,1,0,48,0
47,9,1,1,40,1
24,7,0,0,45,1
50,9,1,0,40,0
40,13,1,1,45,0
36,13,1,0,40,1
32,9,1,0,40,1
44,9,1,0,40,1
51,14,1,0,40,1
59,10,0,1,40,1
65,9,1,0,30,1
24,13,1,1,65,1
27,13,1,0,35,1
51,11,1,0,40,1
48,10,1,0,40,0
39,9,1,0,60,1
28,13,1,0,40,1
19,10,1,1,25,1
49,13,0,1,40,1
51,12,1,0,60,1
59,14,1,0,55,1
18,9,1,1,40,1
50,9,1,0,40,1
45,9,0,0,80,0
30,13,1,0,50,0
37,13,1,0,35,1
44,13,1,0,40,0
33,10,0,0,40,1
61,14,1,0,40,0
61,9,1,0,40,1
38,13,1,0,42,0
22,10,1,0,30,1
36,9,1,0,45,1
44,10,1,0,60,0
37,10,1,0,62,1
31,10,1,1,20,1
54,16,1,0,45,0
20,10,1,0,16,1
63,13,1,1,40,0
48,10,0,0,40,0
33,9,0,1,41,1
31,13,1,0,45,1
38,15,1,0,40,0
45,9,1,0,40,0
48,9,1,0,40,1
53,10,1,0,40,1
55,9,1,1,40,1
38,14,1,0,72,0
29,9,1,1,40,1
36,13,1,0,60,0
42,10,1,0,60,1
50,9,1,1,40,1
75,15,1,0,35,1
46,13,1,0,40,0
52,9,1,1,40,1
27,13,1,1,40,1
43,9,1,0,45,1
31,7,0,1,42,1
23,10,1,1,30,1
34,9,1,1,24,1
41,9,1,1,40,1
31,9,1,1,30,1
42,10,1,1,40,1
35,14,1,0,45,0
55,9,1,1,25,1
36,9,1,1,40,1
65,9,1,0,59,0
38,10,1,0,12,1
62,10,1,1,20,1
54,15,1,0,60,0
49,9,1,0,40,1
34,9,1,1,40,1
32,9,1,1,40,1
51,14,1,0,50,0
48,10,1,0,60,1
30,9,1,0,40,1
52,9,1,1,43,1
28,10,1,0,40,1
29,9,0,0,40,1
38,13,1,1,50,1
57,9,1,0,50,0
43,13,1,0,40,0
37,10,1,0,40,1
30,9,1,0,40,1
53,9,1,0,48,0
69,11,1,1,1,1
73,9,1,1,37,1
22,10,1,0,35,1
31,9,1,1,45,1
38,13,1,0,40,0
50,10,1,0,35,1
37,10,1,0,37,1
44,13,1,0,40,1
47,13,0,1,45,1
27,10,1,0,40,1
28,12,1,1,80,1
25,9,0,1,40,1
20,10,1,1,40,1
51,13,1,0,40,0
46,13,1,0,40,0
67,13,1,0,7,0
47,9,1,0,35,1
42,9,1,0,40,1
52,9,1,0,50,1
42,12,0,1,40,0
65,9,1,0,40,0
21,10,0,0,10,1
50,9,1,1,40,0
46,10,1,0,40,1
47,13,1,0,50,0
57,6,1,0,40,1
37,13,1,0,45,1
50,9,1,0,40,1
58,8,1,0,40,1
63,2,1,1,30,1
39,9,1,0,65,1
46,14,0,0,35,1
36,9,1,0,40,1
26,3,1,0,50,1
21,10,1,0,57,1
41,12,1,0,40,1
44,10,0,0,40,1
22,9,1,0,40,1
29,10,0,0,60,1
29,9,0,1,40,1
58,10,1,1,40,0
36,15,1,0,50,1
30,11,1,0,48,1
37,13,1,0,43,0
29,11,1,0,40,1
26,3,1,1,40,1
43,9,1,0,45,1
49,9,1,1,40,0
45,13,1,0,40,1
28,13,1,1,40,1
20,10,1,1,25,1
51,9,1,1,40,1
32,10,1,0,50,0
24,9,1,1,40,1
35,16,1,0,40,0
35,12,1,0,55,1
41,13,1,0,40,0
48,13,1,0,45,0
61,9,1,1,35,1
20,10,1,0,30,1
27,9,1,0,50,0
55,10,1,0,24,0
39,9,1,0,40,0
17,6,1,0,20,1
47,9,1,0,40,1
52,9,0,1,40,0
24,9,0,1,20,1
29,7,0,1,40,1
25,9,1,0,40,1
20,10,1,1,40,1
23,9,0,0,35,1
57,15,1,0,60,1
51,11,1,0,40,0
33,10,1,1,16,1
39,13,1,0,40,1
40,9,1,0,40,0
71,13,1,1,16,1
38,10,1,0,40,1
28,15,1,0,40,1
57,14,1,1,40,1
47,10,1,0,40,1
59,9,1,0,40,1
26,9,0,0,40,1
35,13,1,1,40,1
61,13,1,0,50,0
17,7,1,1,30,1
36,13,0,0,60,0
62,4,1,0,50,1
34,10,1,0,50,0
32,13,1,0,50,0
42,9,1,1,40,1
39,10,1,0,40,1
58,3,0,0,40,1
61,9,1,0,60,0
40,6,0,0,55,1
31,13,1,0,37,1
36,9,1,0,50,1
23,10,1,0,40,1
33,9,1,0,41,1
52,9,1,0,40,0
22,9,1,1,24,1
51,10,1,1,40,1
31,11,1,1,40,1
49,9,1,1,40,1
49,9,0,1,40,1
53,10,0,1,40,1
52,9,0,0,40,0
20,6,1,0,40,1
26,12,0,0,40,1
61,9,1,0,6,1
43,14,1,1,30,1
46,13,1,0,52,1
43,11,1,1,35,1
41,9,0,1,40,1
44,9,1,0,55,1
54,9,1,0,40,1
65,14,1,0,40,0
32,13,1,1,40,1
25,10,1,0,40,1
23,13,1,0,50,1
25,13,1,0,45,1
19,10,1,0,50,1
37,9,1,0,60,1
45,10,1,0,45,1
37,9,0,0,44,1
40,10,1,0,70,0
19,10,1,0,40,1
17,7,1,0,5,1
27,13,1,1,40,1
40,4,0,0,40,0
59,9,1,1,30,1
19,9,0,1,40,1
43,6,0,0,40,1
42,6,1,0,40,0
54,9,0,0,40,1
54,14,1,0,50,1
51,6,1,0,45,1
50,9,1,0,60,0
40,9,1,1,40,1
55,12,1,0,25,1
50,9,1,1,40,1
31,9,1,0,50,1
42,9,0,1,32,1
24,9,1,0,45,0
30,7,1,0,40,1
39,12,1,1,50,0
37,9,1,0,50,1
33,9,1,0,40,1
48,9,1,1,40,1
43,9,0,0,78,1
39,13,1,0,40,0
53,10,1,0,45,0
52,6,1,0,60,1
28,10,0,0,20,1
32,9,1,0,52,1
31,13,0,0,90,0
31,13,1,1,40,0
47,10,1,1,40,1
19,10,1,0,50,1
40,11,0,0,40,1
40,12,1,1,45,1
41,7,1,0,40,1
53,9,0,0,40,1
46,7,0,0,43,1
45,13,1,0,35,0
39,5,0,1,34,1
19,9,1,0,40,1
57,9,1,0,40,0
49,11,1,1,40,1
59,9,1,1,40,1
32,11,1,0,50,0
18,10,1,1,15,1
35,10,0,0,40,1
58,6,1,1,40,1
28,13,1,0,43,1
36,12,1,1,40,0
41,14,1,1,35,1
47,9,1,0,40,0
50,9,1,0,60,1
61,9,1,0,16,1
36,9,1,0,50,0
38,11,1,0,40,1
56,9,1,0,60,0
50,11,1,0,45,1
45,10,1,0,40,1
44,9,1,0,66,1
51,10,1,0,45,0
44,10,1,0,50,0
25,9,1,0,50,1
60,7,0,0,40,1
17,6,1,0,30,1
49,14,1,0,50,0
46,9,0,0,60,0
56,9,0,1,38,1
25,9,1,0,45,1
22,10,1,0,40,1
76,9,0,1,2,1
41,15,1,0,60,0
48,9,1,0,40,0
46,6,0,0,40,1
30,10,1,0,40,0
39,9,1,0,40,0
40,6,0,0,40,1
70,9,0,0,40,1
35,10,1,0,45,1
49,14,1,1,75,1
24,11,1,0,60,1
40,12,1,0,36,0
61,15,1,0,5,0
25,13,0,0,40,1
28,13,1,1,40,1
69,14,1,0,11,1
22,10,1,1,36,1
47,9,1,0,38,1
38,9,1,1,48,1
26,11,1,1,40,1
17,7,0,1,24,1
33,10,1,0,35,1
43,9,1,0,40,1
58,11,1,0,40,0
53,9,1,0,40,0
26,9,1,0,25,1
43,13,0,0,40,0
31,6,1,0,40,1
30,9,1,0,42,1
25,9,1,1,25,1
57,9,1,1,40,1
37,14,1,0,60,0
32,10,1,0,48,1
26,9,1,1,41,1
45,9,1,0,40,0
53,9,1,0,35,0
27,9,0,0,40,1
28,7,1,0,50,0
32,7,1,0,43,0
35,13,1,1,65,1
36,10,1,0,55,0
19,10,1,0,40,1
37,13,1,0,80,0
49,10,1,0,45,1
20,10,1,0,45,1
64,13,1,0,55,0
60,14,1,0,40,1
32,12,1,0,42,1
58,9,1,0,40,1
42,9,1,0,50,1
20,10,0,1,14,1
42,10,0,0,40,1
25,10,0,0,40,1
30,11,1,0,65,0
37,13,1,0,35,0
66,11,1,0,50,1
59,13,1,0,40,0
44,13,0,0,40,1
46,9,1,0,58,0
59,13,1,1,30,1
25,13,1,0,40,1
17,5,0,0,9,1
47,13,1,0,40,1
47,5,1,1,40,1
30,10,1,1,40,1
20,10,1,1,40,1
26,13,1,0,55,1
20,10,0,0,15,1
33,9,1,0,40,1
48,9,1,0,40,1
52,13,1,0,50,0
37,9,1,1,12,1
47,9,0,0,40,1
40,6,1,0,40,0
48,14,1,1,40,0
49,6,0,0,42,0
50,10,1,1,40,1
30,12,1,1,40,1
34,10,1,0,40,1
43,9,1,0,40,1
22,6,1,1,40,1
35,9,0,0,40,1
26,9,1,1,30,1
62,15,1,0,70,1
39,9,1,0,40,1
59,10,1,0,40,1
69,3,1,0,40,1
27,13,1,0,40,1
17,6,1,0,30,1
38,13,1,0,40,1
41,10,1,0,50,0
27,6,1,1,40,1
23,9,1,1,40,1
17,6,1,0,24,1
56,4,1,1,40,1
24,10,1,1,40,1
62,16,1,0,40,0
44,8,0,0,40,1
23,13,1,0,30,1
41,9,1,0,50,1
25,9,1,0,65,1
21,10,0,1,8,1
18,8,1,0,6,1
45,10,1,0,40,1
75,13,1,1,16,0
51,4,1,0,40,1
42,9,0,1,40,1
47,10,0,1,35,1
29,10,1,0,40,1
33,7,0,0,40,1
43,13,1,0,40,1
20,10,1,0,16,1
19,13,0,1,40,1
44,12,1,0,40,0
24,10,1,0,30,1
19,10,1,0,40,1
49,6,1,0,40,1
52,11,1,0,40,1
38,9,1,0,52,1
24,10,1,0,50,1
32,13,1,0,50,1
72,9,1,1,8,1
26,9,1,0,50,0
31,13,0,0,40,1
29,13,1,0,50,1
39,9,1,0,40,0
48,9,1,0,50,1
40,10,1,0,45,0
51,10,1,0,45,1
28,9,1,0,40,1
22,9,1,1,20,1
23,13,1,1,40,1
65,10,1,0,16,1
26,13,1,0,40,1
20,10,1,0,50,1
55,14,1,0,50,0
38,13,1,0,10,1
33,9,1,0,60,0
33,9,1,1,60,1
37,13,0,1,40,1
19,7,1,0,60,1
24,13,1,0,50,1
30,7,1,0,45,1
57,9,1,1,50,1
22,10,1,1,20,1
57,9,0,0,40,0
46,9,1,0,40,1
67,9,1,0,35,1
35,9,0,1,40,1
47,9,1,0,40,1
39,6,1,0,40,1
50,10,0,0,40,1
58,8,1,1,52,1
36,12,1,1,30,0
45,14,1,0,36,0
54,9,1,0,40,0
26,13,1,0,30,1
60,9,1,0,40,0
46,15,1,0,60,0
26,10,1,1,35,1
32,7,1,0,40,1
38,9,1,0,40,1
48,10,1,0,70,0
44,9,1,0,45,0
37,9,0,1,40,1
44,10,1,0,40,1
31,9,0,1,35,1
61,15,1,0,35,0
51,9,1,0,40,1
52,13,1,1,60,0
45,9,1,1,40,1
36,12,0,1,21,1
39,7,1,0,70,1
67,9,1,1,24,1
40,12,1,0,40,0
27,3,1,0,35,1
37,2,1,0,40,1
57,10,1,0,50,0
27,6,1,1,40,1
28,9,1,1,48,1
34,13,1,0,60,0
54,9,1,0,50,0
52,9,0,1,38,1
42,13,1,0,45,0
48,14,1,0,40,0
65,14,1,0,35,0
55,15,1,1,10,1
71,9,1,1,20,0
33,10,0,0,40,1
30,9,1,0,40,1
35,13,1,0,55,0
59,6,0,1,40,1
19,10,1,0,20,1
36,5,1,0,30,1
26,9,1,0,40,1
34,9,1,0,40,1
41,9,0,0,40,0
44,13,1,0,50,0
26,9,1,1,40,1
47,9,1,0,48,1
18,10,1,0,16,1
55,6,1,0,18,1
49,9,1,0,40,1
44,13,1,0,40,0
43,13,1,0,40,1
62,4,1,0,40,1
44,9,0,0,40,1
39,9,1,1,40,1
50,10,1,0,60,0
35,7,1,0,45,1
52,9,1,0,40,1
46,15,1,0,60,0
44,12,1,0,40,0
43,10,1,0,50,1
51,4,1,0,40,1
20,10,1,0,20,1
47,12,1,1,40,0
43,14,1,0,50,1
64,9,1,0,40,0
24,10,1,0,40,1
27,10,1,0,50,1
32,9,1,0,40,1
37,9,1,1,12,1
26,9,1,0,60,1
43,13,1,0,60,0
50,9,1,1,40,1
20,9,1,0,80,1
37,9,1,0,45,0
43,9,0,1,45,1
37,9,1,0,50,0
53,5,1,1,36,1
44,16,1,0,40,0
25,9,1,1,40,1
17,7,1,1,20,1
19,9,1,0,50,1
53,9,1,1,40,0
44,10,1,0,50,1
51,9,0,0,40,0
49,9,1,1,43,1
35,10,1,0,40,1
44,9,1,0,45,1
54,14,1,0,60,1
37,10,0,1,35,1
18,10,1,1,15,1
24,10,1,0,40,1
29,9,1,1,50,1
22,10,1,1,35,1
35,9,1,0,40,1
56,9,1,0,48,0
32,4,1,1,40,1
24,13,0,0,45,1
43,14,1,0,40,0
73,9,1,1,15,1
47,10,1,0,40,1
49,8,1,0,39,1
38,13,1,0,40,0
31,9,0,0,40,1
39,10,0,1,40,1
42,13,1,1,40,1
41,14,0,0,45,0
35,13,1,0,45,0
38,9,1,0,45,1
31,9,1,1,40,1
51,9,1,0,70,1
38,13,1,0,48,0
40,10,1,0,42,0
21,9,1,1,30,1
44,10,1,0,40,1
55,9,1,0,40,0
29,9,1,0,45,1
49,14,1,1,50,0
31,11,1,0,42,1
24,14,1,0,90,1
46,10,0,0,40,1
26,9,0,0,40,1
35,13,1,0,38,1
27,11,1,0,50,1
64,13,1,0,35,0
26,13,1,0,40,1
21,9,1,1,16,1
45,13,1,0,45,0
57,9,1,0,72,1
30,13,1,0,40,0
45,7,1,1,32,1
50,4,1,1,30,1
38,13,1,1,40,1
43,10,1,0,60,1
42,10,1,1,55,1
32,13,1,0,40,1
20,9,1,1,40,1
27,9,1,1,35,1
45,7,1,1,40,1
40,9,1,1,40,1
38,9,1,0,60,1
37,9,1,1,40,1
60,6,1,1,40,1
53,9,0,0,45,0
25,13,1,1,40,1
47,13,0,0,60,1
40,9,1,0,70,1
51,9,1,0,40,1
19,10,1,1,10,1
42,10,1,1,50,0
65,9,1,0,40,1
41,13,1,1,40,1
28,6,0,0,45,1
46,14,1,1,50,0
49,13,1,1,20,0
24,9,0,0,40,1
32,7,1,0,40,1
71,9,1,0,20,1
26,10,1,0,40,0
29,9,1,0,40,1
50,10,1,0,50,0
51,11,1,0,50,0
17,6,1,1,20,1
49,9,0,1,40,0
31,6,1,0,40,1
23,7,1,0,40,1
59,9,1,0,40,1
17,6,1,0,30,1
43,10,1,0,40,0
38,13,1,0,40,0
37,9,1,0,40,1
29,6,1,0,40,1
39,13,1,0,50,0
31,12,1,0,38,1
42,13,1,1,45,0
35,14,1,1,35,0
39,14,0,0,40,0
40,12,1,1,40,1
66,3,1,1,40,1
30,5,1,0,40,1
43,12,1,0,40,1
47,5,1,1,50,1
45,14,0,1,40,1
31,10,0,0,40,1
33,9,1,0,40,0
32,13,1,0,40,1
28,12,0,0,40,1
50,9,1,0,40,0
63,4,1,1,40,1
28,13,1,0,40,1
38,10,0,1,40,1
52,9,1,1,38,1
38,15,0,0,40,0
41,9,1,0,40,1
50,14,1,0,38,1
59,7,1,0,40,1
32,9,1,0,49,1
73,4,1,0,10,1
52,9,1,0,38,1
57,9,1,0,60,1
35,11,1,0,50,0
51,13,1,0,56,0
22,7,0,1,35,1
49,9,1,0,40,0
22,9,0,0,40,1
46,9,1,0,40,1
48,9,1,1,40,1
52,9,1,0,40,1
43,13,1,0,50,0
25,4,1,0,40,1
31,4,1,0,40,1
19,10,1,0,36,1
19,10,1,0,45,1
51,9,1,0,84,0
51,13,1,0,40,0
22,9,1,1,40,0
37,9,0,1,35,1
19,10,1,1,30,1
45,9,1,1,55,1
21,10,1,0,10,1
52,9,1,1,40,1
46,10,1,0,24,1
42,14,1,1,38,1
56,9,1,0,40,1
23,9,1,1,40,1
58,14,1,0,40,1
70,9,1,0,30,1
30,10,1,0,40,1
45,13,0,0,40,1
23,10,1,0,44,1
34,10,1,0,40,1
38,13,1,1,40,1
24,11,1,0,40,1
53,4,0,0,40,1
45,9,0,0,40,1
21,10,1,1,40,1
21,10,1,1,40,1
34,13,1,1,40,1
32,9,1,0,45,0
21,9,1,0,40,1
63,14,1,0,30,1
23,5,0,0,36,1
28,13,1,0,50,1
29,9,0,0,45,1
25,13,1,1,40,1
44,14,1,1,60,1
18,9,1,1,8,1
26,9,1,0,24,1
47,12,1,1,35,0
23,9,1,0,40,1
46,10,1,0,40,1
61,13,1,0,50,0
25,9,1,0,40,1
38,9,0,0,54,0
60,13,0,1,15,1
23,10,1,0,20,1
36,9,1,1,48,1
46,5,1,0,25,1
32,13,1,0,45,0
40,6,1,0,40,1
31,9,0,0,40,1
31,10,1,0,65,0
32,13,1,0,37,1
21,10,1,0,10,1
63,10,0,0,40,0
44,10,1,0,45,0
42,13,1,0,60,1
23,13,1,0,35,1
30,10,1,1,45,1
24,9,1,0,40,1
42,13,1,0,40,0
44,9,1,1,40,0
27,13,0,0,48,1
27,10,1,0,40,1
22,9,1,1,45,1
68,9,1,1,40,1
55,10,1,0,99,0
22,9,1,0,40,1
25,10,1,1,15,1
68,9,1,0,45,1
62,10,1,1,16,1
26,9,1,0,40,1
34,14,1,0,55,0
68,10,1,0,40,1
42,13,1,0,45,0
45,13,1,0,55,1
26,7,1,0,40,1
25,9,1,0,45,1
23,13,1,0,50,1
29,10,0,0,40,1
65,4,1,1,50,1
31,9,1,0,50,1
26,9,1,1,40,1
39,10,1,0,50,0
44,9,1,0,40,0
45,14,1,1,45,1
26,14,1,1,50,1
26,6,1,0,35,1
36,5,1,0,50,1
38,7,1,0,45,1
39,9,1,0,48,1
52,15,1,0,40,1
39,2,1,0,45,1
41,10,1,0,40,1
42,14,1,0,60,0
47,13,1,0,70,1
28,11,0,0,46,1
25,13,1,0,35,1
35,13,1,1,40,1
32,9,1,1,40,1
38,14,0,0,40,0
44,10,1,0,18,0
21,10,1,1,40,1
27,13,1,1,40,1
30,13,1,0,55,0
30,13,1,0,48,1
45,9,1,0,45,1
20,9,1,0,40,1
57,14,1,0,80,1
43,10,1,0,48,1
50,7,0,1,40,1
28,4,0,1,48,1
25,9,1,1,48,0
25,9,1,0,40,1
90,13,1,0,45,1
38,13,0,0,40,1
35,13,1,1,40,1
50,13,1,0,40,0
26,9,1,1,40,1
39,10,1,0,45,1
56,6,1,0,40,1
24,9,0,1,40,1
46,9,1,1,40,0
18,7,1,1,25,1
37,14,1,0,60,0
57,14,1,1,40,1
43,9,0,1,40,1
29,13,1,0,25,1
40,14,1,0,40,0
44,13,1,0,40,1
77,9,1,0,6,1
30,13,0,0,40,1
21,9,1,0,40,1
66,6,1,0,40,1
40,7,1,0,35,1
68,9,1,0,40,1
64,9,1,1,38,1
26,13,1,1,50,1
32,10,1,0,40,0
32,9,1,0,38,1
51,14,1,0,40,0
50,14,1,0,45,0
49,13,1,0,50,0
28,13,1,0,20,1
29,9,1,1,36,1
21,10,1,0,30,1
28,9,0,1,40,1
55,6,1,0,40,1
45,9,0,0,50,0
35,10,1,0,40,1
31,7,0,0,40,1
26,14,1,0,40,0
30,9,1,0,55,1
33,9,1,0,20,1
40,13,0,0,40,0
23,13,1,0,40,1
35,10,1,1,40,1
48,7,1,0,50,0
39,6,0,0,40,1
53,15,1,1,50,1
49,9,1,0,40,0
31,13,0,1,40,1
36,9,1,0,40,0
60,10,1,0,50,0
29,9,1,0,48,1
54,10,1,0,45,0
28,12,1,1,3,1
34,9,1,0,50,1
30,10,0,1,35,1
19,9,1,1,45,1
26,9,1,0,40,1
47,10,1,0,70,0
50,9,1,0,38,1
30,13,1,1,45,0
44,10,1,0,50,1
49,9,1,0,60,0
75,14,1,1,50,1
37,13,1,0,55,0
51,9,1,0,38,1
35,9,1,0,35,1
28,10,1,1,40,1
66,9,1,0,40,1
72,5,0,1,48,0
39,13,1,0,50,1
27,9,0,0,30,1
57,10,0,1,40,1
24,4,1,0,38,1
28,9,1,0,70,1
23,10,1,1,50,1
31,13,1,1,40,1
23,10,1,1,20,1
31,10,1,1,40,1
27,13,1,1,40,1
30,13,1,0,45,1
31,15,1,1,80,1
34,14,1,0,60,1
57,9,1,0,40,1
39,14,1,0,40,0
23,7,1,0,40,1
24,12,1,1,40,1
36,16,1,0,40,1
32,10,1,0,40,1
35,12,1,1,40,1
36,13,1,0,40,1
23,13,1,1,50,1
47,11,1,0,40,0
35,9,1,0,40,1
44,10,1,0,40,1
32,14,1,0,50,1
32,12,1,1,40,0
63,10,1,1,10,0
34,11,1,0,40,1
47,9,0,0,40,1
27,7,0,0,35,1
23,9,1,1,42,1
19,10,0,1,40,1
50,6,1,0,38,1
49,10,1,0,40,1
36,10,1,0,40,0
23,13,1,0,40,1
61,4,0,1,38,1
41,10,1,0,16,1
27,13,1,0,60,0
53,13,1,0,70,1
17,6,1,0,10,1
23,9,1,0,30,1
53,10,1,0,40,1
28,9,1,0,42,0
24,13,1,1,40,1
22,10,1,1,20,1
53,13,1,0,50,0
18,7,0,0,20,1
24,10,1,0,50,1
20,9,1,1,40,1
30,4,1,0,40,1
37,11,1,0,40,0
34,9,1,0,40,1
19,9,1,0,30,1
20,8,1,1,40,1
47,9,0,1,40,1
20,10,1,0,32,1
22,13,1,1,40,1
42,14,1,0,40,0
60,10,1,1,40,1
32,9,1,1,40,1
46,9,1,0,40,0
66,9,1,1,40,1
37,13,0,1,30,0
34,10,1,0,44,1
45,13,1,0,46,1
35,7,1,0,40,1
63,9,1,0,40,1
51,10,0,0,40,0
36,10,1,0,40,0
25,9,0,0,40,1
51,9,1,1,38,1
25,10,1,0,40,1
19,9,1,0,45,1
47,10,1,0,45,1
59,9,0,1,40,1
34,13,1,0,40,0
40,10,1,1,60,1
42,9,1,0,45,1
28,9,1,1,17,1
37,14,1,0,60,0
51,12,1,0,38,0
25,9,1,0,36,1
31,9,1,1,40,0
37,9,1,0,44,0
42,12,1,0,45,0
29,13,1,0,40,1
35,10,1,0,50,1
51,13,1,0,47,0
22,10,1,0,36,1
49,10,1,0,40,0
26,13,0,0,16,1
56,9,1,1,46,1
52,10,1,0,45,0
61,14,1,0,4,1
47,13,1,1,40,0
52,11,1,0,40,1
30,9,1,1,40,1
43,10,1,0,55,0
35,10,0,0,40,1
17,8,1,0,40,1
42,9,1,0,40,0
26,10,0,1,35,1
58,9,1,0,40,1
66,10,1,0,40,0
30,9,1,0,60,0
46,10,1,1,40,1
45,10,1,1,35,0
57,9,1,1,40,1
25,13,1,0,40,1
21,10,1,1,10,1
37,9,1,0,55,1
45,14,1,1,30,1
61,16,1,1,5,1
39,9,1,0,40,1
42,9,1,1,53,1
20,9,1,1,40,1
23,9,0,0,16,1
25,13,1,0,40,1
47,3,1,1,40,1
24,9,1,0,45,1
20,10,0,1,15,1
35,9,1,0,70,1
44,9,0,1,38,0
47,10,1,0,50,1
28,7,0,1,40,1
41,14,1,1,60,1
31,9,1,1,40,1
27,14,1,1,25,1
47,11,1,0,40,1
44,9,0,1,40,1
61,10,1,1,40,1
42,10,1,1,40,1
46,9,1,1,28,1
46,13,1,0,50,0
54,14,1,1,38,1
49,9,1,0,40,1
56,10,1,1,40,1
52,14,1,1,40,1
34,9,1,0,40,1
25,9,1,0,40,1
18,7,1,1,40,1
58,9,1,0,40,1
31,13,1,0,40,1
29,10,1,0,55,1
28,7,0,0,40,1
30,10,1,0,48,1
21,10,1,0,30,1
44,14,1,0,35,0
75,6,1,1,70,1
66,7,1,0,40,1
26,10,0,0,40,1
33,13,1,0,50,0
57,14,1,0,65,0
47,3,1,0,55,0
41,9,1,0,40,0
21,10,1,1,37,1
17,7,1,0,17,1
61,13,1,0,55,1
47,9,1,1,8,0
22,10,0,1,15,1
47,9,1,0,40,1
45,13,1,0,40,0
32,11,1,0,50,1
59,6,0,1,30,1
38,9,1,0,50,1
33,9,1,1,40,1
41,9,1,0,40,1
51,5,1,0,40,1
42,9,1,0,48,1
27,13,1,1,40,0
60,10,1,0,45,1
64,9,1,1,35,1
37,12,1,0,40,0
54,13,1,0,45,0
36,12,1,1,50,0
34,13,1,0,40,0
41,14,1,0,5,0
35,4,1,0,75,1
63,14,1,0,68,0
46,9,1,0,40,1
47,14,1,0,40,1
24,13,1,0,65,1
29,10,1,0,30,1
74,10,1,1,18,1
50,7,1,0,70,0
22,10,1,1,40,1
48,8,0,1,40,1
30,5,1,0,40,1
32,13,1,0,40,1
39,9,1,0,40,1
49,10,1,0,40,0
25,13,1,1,40,1
50,13,1,1,40,0
44,9,1,0,40,1
65,11,1,0,60,1
28,12,1,0,60,1
55,13,1,1,40,1
49,13,1,1,50,1
31,9,1,1,12,1
47,9,0,1,40,0
45,9,1,0,40,0
35,9,0,1,40,1
34,13,0,0,60,1
49,9,0,0,40,1
39,10,1,1,35,1
27,9,1,1,42,1
42,9,1,0,40,1
60,3,1,0,30,0
64,9,1,0,40,1
33,10,1,0,48,0
23,10,1,1,40,1
45,14,1,0,50,0
34,9,0,1,40,1
53,9,1,1,37,1
22,6,1,0,30,1
57,9,1,1,35,1
20,10,1,1,8,1
23,4,0,0,40,1
31,7,1,0,40,1
23,13,1,0,22,1
30,9,1,1,40,1
32,13,1,1,50,0
42,12,0,1,40,0
51,4,1,0,40,1
59,13,1,0,40,0
36,13,1,1,40,1
45,9,0,0,40,1
35,11,1,0,50,0
33,4,1,0,40,1
43,11,1,1,40,1
60,9,1,1,40,0
37,13,1,0,55,0
35,10,1,1,40,1
36,10,1,0,52,1
38,15,1,0,50,0
54,4,1,0,40,1
51,11,1,0,40,0
45,12,1,0,45,0
63,10,1,1,40,1
51,10,1,0,40,0
58,14,1,0,18,1
64,9,1,1,40,1
20,10,1,0,40,1
44,13,0,0,40,0
39,13,1,1,48,1
45,10,1,1,40,1
44,16,1,0,55,0
22,10,1,1,40,1
63,9,1,0,40,0
26,11,0,0,40,1
42,13,1,0,45,1
20,9,1,1,25,1
29,14,1,0,40,0
38,13,0,0,40,1
25,9,1,0,40,1
27,13,1,0,50,1
46,11,1,1,40,1
31,10,1,0,60,1
24,11,1,0,35,1
43,10,1,0,50,0
23,8,1,0,21,1
32,9,0,1,37,1
44,9,1,0,40,1
40,13,1,0,40,1
38,9,1,0,40,1
23,11,1,0,40,1
19,10,1,1,10,1
41,10,1,0,40,1
48,9,1,0,40,1
23,10,1,0,40,1
47,12,1,1,35,1
42,9,1,0,40,1
17,6,1,1,10,1
29,15,1,1,70,1
21,10,1,1,20,1
18,7,1,0,27,1
31,9,1,0,40,0
27,13,1,1,40,1
29,16,1,0,40,1
23,13,1,1,45,1
41,14,0,0,55,0
46,13,1,0,35,0
34,10,0,1,25,1
42,9,1,0,24,1
18,9,1,1,15,1
46,9,1,0,37,1
18,7,1,0,15,1
52,10,1,0,40,0
56,9,1,1,40,1
21,11,1,0,40,1
22,9,1,0,20,1
31,13,1,1,45,1
41,9,1,0,60,1
25,10,1,1,40,1
43,13,1,0,60,1
45,9,1,1,40,1
26,10,1,0,60,1
90,10,0,0,35,1
45,13,1,0,40,0
30,13,1,1,40,0
42,10,1,0,40,1
20,10,1,0,35,1
53,13,1,0,40,0
64,9,1,1,38,1
56,4,1,0,20,1
42,10,1,0,40,0
26,13,1,1,40,0
31,12,0,1,40,1
40,13,1,1,40,1
58,10,1,0,40,1
41,13,1,0,40,1
58,9,1,0,47,1
62,14,1,0,60,0
65,13,1,0,60,0
40,10,1,0,40,1
45,10,1,0,40,0
22,9,1,0,55,1
